,Object Name,Object Number,Is Highlight,Is Public Domain,Object ID,Title,Culture,Artist Display Name,Artist Display Bio,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,Country,Classification,Link Resource,Metadata Date,Repository,American Decorative Arts,American Paintings and Sculpture
52,Box,83.2.224,False,True,941,Box with Medallion Top,17,Charles Nicolas Cochin II,"French, Paris 1715–1790 Paris",Charles Nicolas Cochin II,French,1715,1790,1775–1883,1775,1883,122,2 1/2 x 1 1/2 in. (6.4 x 3.8 cm),"Gift of William H. Huntington, 1883",1,9,7,http://www.metmuseum.org/art/collection/search/941,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
53,Chalice,43.162.29,False,True,1925,Chalice,16,Johann Christoph Heyne,1715–1781,Johann Christoph Heyne,American,1715,1781,1756–80,1756,1780,368,H. 8 7/8 in. (22.5 cm); Diam. 4 in. (10.2 cm),"Gift of Joseph France, 1943",1,22,7,http://www.metmuseum.org/art/collection/search/1925,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
54,Bust,83.2.199,False,True,480,Bus,16,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",Jean-Baptiste Nini,Italian,1717,1786,1776–1883,1776,1883,506,7 1/4 x 5 3/4 in. (18.4 x 14.6 cm),"Gift of William H. Huntington, 1883",7,16,8,http://www.metmuseum.org/art/collection/search/480,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
55,Medallion,83.2.160,False,True,488,Medallio,16,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",Jean-Baptiste Nini,Italian,1717,1786,1776–1800,1776,1800,136,Diam. 5 5/8 in. (14.3 cm),"Gift of William H. Huntington, 1883",7,9,7,http://www.metmuseum.org/art/collection/search/488,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
56,Medallion,83.2.170,False,True,489,Medallio,16,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",Jean-Baptiste Nini,Italian,1717,1786,1778,1778,1778,459,Diam. 6 1/2 in. (16.5 cm),"Gift of William H. Huntington, 1883",1,9,1,http://www.metmuseum.org/art/collection/search/489,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
57,Medallion,83.2.175,False,True,490,Medallio,16,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",Jean-Baptiste Nini,Italian,1717,1786,1777,1777,1777,459,Diam. 4 1/2 in. (11.4 cm),"Gift of William H. Huntington, 1883",7,9,1,http://www.metmuseum.org/art/collection/search/490,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
58,Medallion,83.2.178,False,True,491,Medallio,16,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",Jean-Baptiste Nini,Italian,1717,1786,1776–1800,1776,1800,80,Diam. 4 7/8 in. (12.4 cm),"Gift of William H. Huntington, 1883",7,9,1,http://www.metmuseum.org/art/collection/search/491,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
59,Painting,83.2.232,False,True,471,Plaque Portrait of Benjamin Franklin,16,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",Jean-Baptiste Nini,Italian,1717,1786,1776–1883,1776,1883,174,2 5/8 x 2 in. (6.7 x 5.1 cm),"Gift of William H. Huntington, 1883",1,9,9,http://www.metmuseum.org/art/collection/search/471,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
60,Cameo medallion,83.2.282,False,False,1112,Cameo Medallion,16,Jean-Baptiste Nini|Josiah Wedgwood and Sons,"Italian, Urbino 1717–1786 Chaumont-sur-Loire|1759–present",Jean-Baptiste Nini|Josiah Wedgwood and Sons,Italian,1759,1819,1777 (?),1777,1777,103,4 x 3 1/16 in. (10.2 x 7.8 cm),"Gift of William H. Huntington, 1883",1,4,1,http://www.metmuseum.org/art/collection/search/1112,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
61,"Box, caster",33.71.3,False,True,1463,Pepper Box,16,William Breed,1719–1761/62,William Breed,American,1719,1761,ca. 1755,1750,1760,440,"Overall: 3 13/16 x 2 1/4 in. (9.7 x 5.7 cm); 2 oz. 17 dwt. (89.1 g)
Base: Diam. 2 in. (5.1 cm)
Body: H. 2 11/16 in. (6.8 cm); 2 oz. 5 dwt. (70.2 g)
Cover: H. 1 7/16 in. (3.7 cm); 12 dwt. (18.9 g)","Bequest of Margaret N. Breck Stone, in memory of the Hall-Mansfield families of New Haven, Connecticut, 1932",1,22,12,http://www.metmuseum.org/art/collection/search/1463,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
62,Caster,"40.57.6a, b",False,True,1469,Caster,16,Samuel Johnson,1720–1796,Samuel Johnson,American,1720,1796,1780–96,1780,1796,440,"Overall: 3 3/4 x 1 15/16 in. (9.5 x 4.9 cm); 3 oz. 5 dwt. (100.3 g)
Foot: Diam. 1 5/8 in. (4.1 cm)
Body: H. 3 3/16 in. (8.1 cm); 2 oz. 17 dwt. (87.9 g)
Cover: H. 1/2 in. (1.3 cm); 8 dwt. (12.4 g)","Gift of Mrs. J. Amory Haskell, in memory of the families of John L. Riker and Jonathan Amory Haskell, 1940",1,22,12,http://www.metmuseum.org/art/collection/search/1469,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
63,Candlestick,"1972.3.1a, b",False,True,1321,Candlestick,16,Myer Myers,1723–1795,Myer Myers,American,1723,1795,1755–60,1755,1760,440,"Overall: 10 3/16 x 5 1/2 in. (25.9 x 14 cm); 20 oz. 14 dwt. (643.2 g)
Without bobeche: 9 3/4 in. (24.8 cm); 18 oz. 15 dwt. (583.7 g)
Bobeche: 1 11/16 x 2 7/8 in. (4.3 x 7.3 cm); 1 oz. 18 dwt. (59.5 g)","Sansbury-Mills Fund, 1972",1,22,12,http://www.metmuseum.org/art/collection/search/1321,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
64,Candlestick,1972.3.2,False,True,1322,Candlestick,16,Myer Myers,1723–1795,Myer Myers,American,1723,1795,1755–60,1755,1760,440,"Overall: 9 15/16 x 5 1/16 in. (25.2 x 12.9 cm); 19 oz. 4 dwt. (596.6 g)
Without bobeche: 9 11/16 in. (24.6 cm); 17 oz. 4 dwt. (535.7 g)
Bobeche: 1 3/4 x 2 7/8 in. (4.4 x 7.3 cm); 1 oz. 19 dwt. (60.9 g)","Sansbury-Mills Fund, 1972",1,22,12,http://www.metmuseum.org/art/collection/search/1322,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
65,Armchair,1979.305,False,True,220,Armchair,16,Solomon Fussell,active ca. 1726–50,Solomon Fussell,American,1723,1750,1735–50,1735,1750,295,43 1/4 x 25 1/2 x 18 1/4 in. (109.9 x 64.8 x 46.4 cm),"Anonymous Gift, in memory of Mrs. J. Insley Blair, 1979",1,22,4,http://www.metmuseum.org/art/collection/search/220,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
66,Bobeche,1977.88,False,True,549,Bobeche,16,Myer Myers,1723–1795,Myer Myers,American,1723,1795,1755–60,1755,1760,440,Dimensions unavailable,"Sansbury-Mills Fund, 1977",1,22,12,http://www.metmuseum.org/art/collection/search/549,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
67,Basket,54.167,True,True,364,Basket,16,Myer Myers,1723–1795,Myer Myers,American,1723,1795,1770–76,1770,1776,440,11 3/16 x 14 7/16 x 11 3/8 in. (28.4 x 36.7 x 28.9 cm); 41 oz. 5 dwt. (1282.7 g),"Morris K. Jesup Fund, 1954",1,22,12,http://www.metmuseum.org/art/collection/search/364,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
68,Beaker,1980.501.1,False,True,429,Beaker,16,Myer Myers,1723–1795,Myer Myers,American,1723,1795,1770–90,1770,1790,440,"Overall: 4 in. (10.2 cm); 5 oz. 10 dwt. (171.3 g)
Lip: Diam. 3 3/16 in. (8.1 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",1,22,12,http://www.metmuseum.org/art/collection/search/429,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
69,Dish,26.95,False,True,806,Dish,16,Myer Myers,1723–1795,Myer Myers,American,1723,1795,1754–70,1750,1770,440,H. 2 3/8 in. (6 cm); Diam. 12 3/8 in. (31.4 cm); WT: 30 oz. 12 dwt (952 g),"Gift of William Samuel Johnson, in memory of his wife, Carrie G. Johnson, 1926",1,22,12,http://www.metmuseum.org/art/collection/search/806,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
70,Beaker,1980.501.2,False,True,430,Beaker,16,Myer Myers,1723–1795,Myer Myers,American,1723,1795,1770–90,1770,1790,440,"Overall: 4 in. (10.2 cm); 5 oz. 8 dwt. (167.7 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",1,22,12,http://www.metmuseum.org/art/collection/search/430,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
71,Caster,"33.120.214a, b",False,True,1473,Pepper Box,16,Jonathan Otis,1723–1791,Jonathan Otis,American,1723,1791,1750–75,1750,1775,440,"Overall: 4 x 2 in. (10.2 x 5.1 cm); 3 oz. 3 dwt. (97.9 g)
Body: H. 2 3/4 in. (7 cm); 2 oz. 12 dwt. (80.1 g)
Cover: H. 1 7/16 in. (3.7 cm); 12 dwt. (17.8 g)","Bequest of Alphonso T. Clearwater, 1933",6,25,12,http://www.metmuseum.org/art/collection/search/1473,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
72,Beaker,1980.501.3,False,True,431,Beaker,16,Myer Myers,1723–1795,Myer Myers,American,1723,1795,1770–90,1770,1790,440,"Overall: 4 in. (10.2 cm); 5 oz. 9 dwt. (170 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",1,22,12,http://www.metmuseum.org/art/collection/search/431,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
73,Card table,67.114.1,False,True,1430,Card Table,16,John Goddard,1724–1785,John Goddard,American,1724,1785,1760–90,1760,1790,189,27 3/4 x 33 1/4 x 16 1/2 in. (70.5 x 84.5 x 41.9 cm),"Friends of the American Wing Fund, 1967",1,22,4,http://www.metmuseum.org/art/collection/search/1430,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
74,Side Chair,55.134,False,True,1670,Side Chair,16,John Goddard,1724–1785,John Goddard,American,1724,1785,1760–85,1760,1785,241,39 5/8 x 19 7/8 x 16 1/4 in. (100.6 x 50.5 x 41.3 cm),"Rogers Fund, 1955",1,22,4,http://www.metmuseum.org/art/collection/search/1670,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
75,Chest of drawers,"1972.130a, b",False,True,2020,Chest of Drawers,16,John Goddard,1724–1785,John Goddard,American,1724,1785,1755–85,1755,1785,288,34 3/4 x 36 3/4 x 21 1/2 in. (88.3 x 93.3 x 54.6 cm),"Purchase, Emily Crane Chadbourne Bequest,
Gifts of Mrs. J. Amory Haskell and Mrs. Russell
Sage, by exchange, and The Sylmaris Collection,
Gift of George Coe Graves, by exchange, 1972",1,22,4,http://www.metmuseum.org/art/collection/search/2020,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
76,Box,83.2.230,False,True,942,Box with Medallion Top,16,Joseph Siffred Duplessis,"French, Carpentras 1725–1802 Versailles",Joseph Siffred Duplessis,French,1725,1802,1770–1800,1770,1800,363,1 1/2 x 3 1/8 in. (3.8 x 7.9 cm),"Gift of William H. Huntington, 1883",1,9,8,http://www.metmuseum.org/art/collection/search/942,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
77,"Bust, miniature",50.187.72,False,True,501,Profile Bust of Benjamin Franklin,16,Patience Wright,1725–1786,Patience Wright,Japanese,1725,1786,ca. 1775,1772,1775,493,6 3/8 x 5 1/4 in. (16.2 x 13.3 cm),"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",7,17,11,http://www.metmuseum.org/art/collection/search/501,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",0,1
78,Bust,83.2.190,False,True,477,Bus,16,Jean Jacques Caffiéri,"French, Paris 1725–1792 Paris",Jean Jacques Caffiéri,French,1725,1792,1815,1815,1815,376,H. 13 1/2 in. (34.3 cm),"Gift of William H. Huntington, 1883",1,4,7,http://www.metmuseum.org/art/collection/search/477,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
79,Desk,18.110.58,False,True,544,Desk,16,Benjamin Burnham,ca. 1729–1773,Benjamin Burnham,American,1726,1773,1769,1769,1769,88,49 3/4 x 44 1/2 x 24 1/2 in. (126.4 x 113 x 62.2 cm),"John Stewart Kennedy Fund, 1918",1,22,4,http://www.metmuseum.org/art/collection/search/544,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
80,Butter Tester,33.120.200,False,True,1060,Butter Tester,16,Thomas Hamersley,1727–1781,Thomas Hamersley,American,1727,1781,ca. 1750,1747,1750,440,L. 6 in. (15.2 cm),"Bequest of Alphonso T. Clearwater, 1933",1,22,12,http://www.metmuseum.org/art/collection/search/1060,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
81,Candlestick,Inst.67.17.6,False,True,1355,Candlestick,16,Matthew Boulton,"British, Birmingham 1728–1809 Birmingham",Matthew Boulton,British,1728,1809,ca. 1800,1797,1800,436,H. 11 1/4 in. (28.6 cm); Diam. 5 1/4 in. (13.3 cm),"Gift of John C. Cattus, 1967",1,4,7,http://www.metmuseum.org/art/collection/search/1355,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
82,Candlestick,Inst.67.17.8,False,False,1357,Candlestick,16,Matthew Boulton,"British, Birmingham 1728–1809 Birmingham",Matthew Boulton,British,1728,1809,ca. 1800,1797,1800,436,H. 11 1/8 in. (28.36 cm); Diam. 5 1/4 in. (13.3 cm),"Gift of John C. Cattus, 1967",1,4,7,http://www.metmuseum.org/art/collection/search/1357,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
83,Candlestick,Inst.67.17.7,False,False,1356,Candlestick,16,Matthew Boulton,"British, Birmingham 1728–1809 Birmingham",Matthew Boulton,British,1728,1809,ca. 1800,1797,1800,436,H. 11 1/8 in. (28.36 cm); Diam. 5 1/4 in. (13.3 cm),"Gift of John C. Cattus, 1967",1,4,7,http://www.metmuseum.org/art/collection/search/1356,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
84,Candlestick,Inst.67.17.5,False,False,1354,Candlestick,16,Matthew Boulton,"British, Birmingham 1728–1809 Birmingham",Matthew Boulton,British,1728,1809,ca. 1800,1797,1800,436,H. 11 1/8 in. (28.3 cm); Diam. 5 1/4 in. (13.3 cm),"Gift of John C. Cattus, 1967",1,4,7,http://www.metmuseum.org/art/collection/search/1354,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
85,Beaker,33.120.105,False,True,384,Beaker,16,Benjamin Burt,"American, Boston, Massachusetts 1729–1805 Boston, Massachusetts",Benjamin Burt,American,1729,1805,1770–1800,1770,1800,440,"Overall: H. 3 3/4 in. (9.5 cm); 4 oz. 15 dwt. (148.3 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Bequest of Alphonso T. Clearwater, 1933",1,22,12,http://www.metmuseum.org/art/collection/search/384,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
86,"Birth and baptismal certificate, Fraktur",34.100.63,False,True,532,Birth and Baptismal Certificate,16,Henrich Dulhauer|Johann Heinrich Otto,ca. 1733–ca. 1800,Henrich Dulhauer|Johann Heinrich Otto,American,1730,1790,1784,1784,1784,168,13 1/2 x 17 in. (34.3 x 43.2 cm),"Gift of Mrs. Robert W. de Forest, 1933",1,22,2,http://www.metmuseum.org/art/collection/search/532,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
87,"Certificate, Fraktur",1974.155.3,False,True,535,Birth and baptismal certificate,16,Johann Heinrich Otto,ca. 1733–ca. 1800,Johann Heinrich Otto,American,1730,1800,1786,1786,1786,490,13 1/4 x 16 1/4 in. (33.7 x 41.3 cm),"Gift of Rev. Charles Trexler, 1974",1,22,8,http://www.metmuseum.org/art/collection/search/535,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
88,"Birth and baptismal certificate, Fraktur",34.100.66,False,True,534,Birth and Baptismal Certificate,16,Johann Heinrich Otto,ca. 1733–ca. 1800,Johann Heinrich Otto,American,1730,1800,1782,1782,1782,168,12 5/8 x 15 3/4 in. (32.1 x 40 cm),"Gift of Mrs. Robert W. de Forest, 1933",1,22,2,http://www.metmuseum.org/art/collection/search/534,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
89,Chest of drawers,27.57.1,False,True,2022,Chest of drawers,16,John Townsend,1732–1809,John Townsend,American,1732,1809,1765,1765,1765,275,34 1/2 x 37 1/2 x 20 3/4 in. (87.6 x 95.3 x 52.7 cm),"Rogers Fund, 1927",1,22,4,http://www.metmuseum.org/art/collection/search/2022,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
90,Card table,27.161,False,True,1447,Card table,16,John Townsend,1732–1809,John Townsend,American,1732,1809,ca. 1786,1783,1786,247,Closed: 27 1/4 x 33 7/8 x 16 7/8 in. (69.2 x 86 x 42.9 cm),"Egleston Fund, 1927",1,22,4,http://www.metmuseum.org/art/collection/search/1447,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
91,Bureau table,10.125.83,True,True,1047,Bureau table,16,John Townsend,1732–1809,John Townsend,American,1732,1809,ca. 1765,1762,1765,220,34 3/8 x 36 1/2 x 20 1/2 in. (87.3 x 92.7 x 52.1 cm),"Gift of Mrs. Russell Sage, 1909",1,22,4,http://www.metmuseum.org/art/collection/search/1047,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
92,Basin,43.162.37,False,True,347,Basin,16,John Skinner,1733–1813,John Skinner,American,1733,1813,1756–85,1756,1785,368,H. 2 in. (5.1 cm); Diam. 8 in. (20.3 cm),"Gift of Joseph France, 1943",1,22,7,http://www.metmuseum.org/art/collection/search/347,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
93,Caster,33.120.213,False,True,1476,Caster,16,Mark Nelson,1733–1787,Mark Nelson,American,1733,1787,1750–70,1750,1770,440,"Overall: 5 x 1 15/16 in. (12.7 x 4.9 cm); 3 oz. 6 dwt. (102.5 g)
Foot: Diam. 1 3/4 in. (4.4 cm)
Body: H. 2 13/16 in. (7.1 cm); 2 oz. 6 dwt (71.7 g)
Cover: H. 2 7/16 in. (6.2 cm); 1 oz. (30.8 g)","Bequest of Alphonso T. Clearwater, 1933",5,22,12,http://www.metmuseum.org/art/collection/search/1476,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
94,Candlestick,41.160.36,False,True,1222,Candlestick,16,Diego Gonzales de la Cueva,1733-1778,Diego Gonzales de la Cueva,Mexican,1733,1778,1700–1800,1700,1800,440,"Overall: 7 3/16 in. (18.3 cm); 19 oz. 7 dwt. (601.9 g)
Base: Diam. 4 7/8 in. (12.4 cm)","Bequest of W. Gedney Beatty, 1941",1,18,12,http://www.metmuseum.org/art/collection/search/1222,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
95,Cann,58.3.5,False,True,1398,Cann,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,1783,1783,1783,440,"Overall: 6 9/16 x 6 1/2 in. (16.7 x 16.5 cm); 22 oz. 7 dwt. (695 g)
Lip: Diam. 4 in. (10.2 cm)
Foot: Diam. 4 1/4 in. (10.8 cm)","Sansbury-Mills Fund, 1958",1,22,12,http://www.metmuseum.org/art/collection/search/1398,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
96,Tumbler,58.3.1,False,True,425,Tumbler,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,1797,1795,1797,440,"Overall: 2 3/4 in. (7 cm); 2 oz. 14 dwt. (83.6 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",1,22,12,http://www.metmuseum.org/art/collection/search/425,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
97,Cann,58.3.6,False,True,1399,Cann,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,1783,1783,1783,440,"Overall: 6 1/2 x 6 3/8 in. (16.5 x 16.2 cm); 22 oz. 6 dwt. (693 g)
Lip: Diam. 4 in. (10.2 cm)
Base: Diam. 4 1/4 in. (10.8 cm)","Sansbury-Mills Fund, 1958",1,22,12,http://www.metmuseum.org/art/collection/search/1399,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
98,Tumbler,58.3.2,False,True,426,Tumbler,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,1797,1795,1797,440,"Overall: H. 2 3/4 in. (7 cm); 3 oz. 2 dwt. (96.1 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",1,22,12,http://www.metmuseum.org/art/collection/search/426,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
99,Tumbler,58.3.3,False,True,427,Tumbler,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,1797,1795,1797,440,"Overall: 2 3/4 in. (7 cm); 2 oz. 19 dwt. (91.3 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",1,22,12,http://www.metmuseum.org/art/collection/search/427,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
100,Andiron,52.77.60,False,True,116,Andiron,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,ca. 1790,1787,1790,54,H. 21 1/8 in. (53.7 cm),"Bequest of Mrs. J. Insley Blair, 1951",1,22,7,http://www.metmuseum.org/art/collection/search/116,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
101,Tumbler,58.3.4,False,True,428,Tumbler,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,1797,1795,1797,440,"Overall: 2 3/4 in. (7 cm); 2 oz. 18 dwt. (90.6 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",1,22,12,http://www.metmuseum.org/art/collection/search/428,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
102,Andiron,52.77.61,False,True,117,Andiron,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,ca. 1790,1787,1790,54,H. 21 1/8 in. (53.7 cm),"Bequest of Mrs. J. Insley Blair, 1951",1,22,7,http://www.metmuseum.org/art/collection/search/117,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
103,Andiron,1971.180.61a,False,False,118,Andiron,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,ca. 1780,1777,1780,9,31 1/2 x 14 x 23 1/2 in. (80 x 35.6 x 59.7 cm),"Bequest of Flora E. Whiting, 1971",1,22,7,http://www.metmuseum.org/art/collection/search/118,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
104,Andiron,1971.180.61b,False,True,119,Andiron,16,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",Paul Revere Jr.,American,1734,1818,ca. 1780,1777,1780,9,31 1/2 x 14 x 23 1/2 in. (80 x 35.6 x 59.7 cm),"Bequest of Flora E. Whiting, 1971",1,22,7,http://www.metmuseum.org/art/collection/search/119,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
105,Plaque,83.2.285,False,True,1108,Plaque,16,James Tassie,"British, Glasgow, Scotland 1735–1799 London",James Tassie,"British, Scottish",1735,1799,1776–1825,1776,1825,495,3 5/8 x 2 3/4 in. (9.2 x 7 cm),"Gift of William H. Huntington, 1883",5,4,5,http://www.metmuseum.org/art/collection/search/1108,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
106,Andiron,1989.120.1,False,True,108,Andiron,16,John Bailey,"American, active New York, 1736–1815",John Bailey,American,1736,1815,1792–1814,1792,1814,55,16 1/8 x 10 x 14 7/8 in. (41 x 25.4 x 37.8 cm),"Purchase, Mr. and Mrs. George M. Kaufman Gift, 1989",1,22,7,http://www.metmuseum.org/art/collection/search/108,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY",1,0
